"HAB";"TYPO";"CD_LB";"CD";"LB";"NIVEAU"
"9305";"22";"11.125 Hauts-fonds";"11.125";"Hauts-fonds";"5"
"1181";"22";"11.2 Benthos (Fonds marins)";"11.2";"Benthos (Fonds marins)";"3"
"3863";"22";"11.21 Fonds sous-marins profonds";"11.21";"Fonds sous-marins profonds";"4"
"3864";"22";"11.22 Zones benthiques sublittorales sur sédiments meubles";"11.22";"Zones benthiques sublittorales sur sédiments meubles";"4"
"3865";"22";"11.23 Zones benthiques sublittorales sur cailloutis";"11.23";"Zones benthiques sublittorales sur cailloutis";"4"
"3866";"22";"11.24 Zones benthiques sublittorales sur fonds rocheux";"11.24";"Zones benthiques sublittorales sur fonds rocheux";"4"
"3867";"22";"11.25 Formations sublittorales de concrétions organogéniques";"11.25";"Formations sublittorales de concrétions organogéniques";"4"
"9306";"22";"11.251 Concrétions coralligènes";"11.251";"Concrétions coralligènes";"5"
"9307";"22";"11.252 Trottoirs d'algues encroûtantes";"11.252";"Trottoirs d'algues encroûtantes";"5"
"9308";"22";"11.253 Trottoirs de Gastéropodes et Polychètes";"11.253";"Trottoirs de Gastéropodes et Polychètes";"5"
"9309";"22";"11.254 Trottoirs de moules (moulières)";"11.254";"Trottoirs de moules (moulières)";"5"
"3868";"22";"11.26 Grottes sous-marines";"11.26";"Grottes sous-marines";"4"
"1182";"22";"11.3 Herbiers marins à plantes vasculaires";"11.3";"Herbiers marins à plantes vasculaires";"3"
"3869";"22";"11.31 Herbiers atlantiques à Zostères";"11.31";"Herbiers atlantiques à Zostères";"4"
"3870";"22";"11.32 Herbiers atlantiques à Zostères naines";"11.32";"Herbiers atlantiques à Zostères naines";"4"
"9310";"22";"11.321 Herbiers à Zostères naines de l'Atlantique continental";"11.321";"Herbiers à Zostères naines de l'Atlantique continental";"5"
"3871";"22";"11.33 Herbiers méditerranéens à Cymodocea et Zostera";"11.33";"Herbiers méditerranéens à Cymodocea et Zostera";"4"
"9312";"22";"11.331 Herbiers méditerranéens à Cymodocea";"11.331";"Herbiers méditerranéens à Cymodocea";"5"
"9313";"22";"11.332 Herbiers méditerranéens à Zostera";"11.332";"Herbiers méditerranéens à Zostera";"5"
"3872";"22";"11.34 Herbiers de Posidonia";"11.34";"Herbiers de Posidonia";"4"
"1177";"22";"11.4 Herbiers des eaux saumâtres";"11.4";"Herbiers des eaux saumâtres";"3"
"3857";"22";"11.41 Groupements marins à Ruppia maritima";"11.41";"Groupements marins à Ruppia maritima";"4"
"3858";"22";"11.42 Formations à Petit souchet";"11.42";"Formations à Petit souchet";"4"
"473";"22";"12 Bras de mer";"12";"Bras de mer";"2"
"474";"22";"13 Estuaires et rivières tidales (soumises à marées)";"13";"Estuaires et rivières tidales (soumises à marées)";"2"
"1178";"22";"13.1 Fleuves et rivières soumis à marées";"13.1";"Fleuves et rivières soumis à marées";"3"
"3859";"22";"13.11 Eau saumâtre des cours d'eau soumis à marées";"13.11";"Eau saumâtre des cours d'eau soumis à marées";"4"
"3860";"22";"13.12 Eau douce des cours d'eau soumis à marées";"13.12";"Eau douce des cours d'eau soumis à marées";"4"
"1179";"22";"13.2 Estuaires";"13.2";"Estuaires";"3"
"1187";"22";"13.3 Herbiers marins submergés";"13.3";"Herbiers marins submergés";"3"
"1188";"22";"13.4 Herbiers saumâtres submergés";"13.4";"Herbiers saumâtres submergés";"3"
"476";"22";"14 Vasières et bancs de sable sans végétations";"14";"Vasières et bancs de sable sans végétations";"2"
"477";"22";"15 Marais salés, prés salés (schorres), steppes salées et fourrés sur gypse";"15";"Marais salés, prés salés (schorres), steppes salées et fourrés sur gypse";"2"
"1189";"22";"15.1 Gazons pionniers salés";"15.1";"Gazons pionniers salés";"3"
"3895";"22";"15.11 Gazons à Salicorne et Suaeda";"15.11";"Gazons à Salicorne et Suaeda";"4"
"9334";"22";"15.111 Gazons atlantiques à Salicorne (Slikkes)";"15.111";"Gazons atlantiques à Salicorne (Slikkes)";"5"
"16828";"22";"15.1111 Gazons à salicorne des côtes basses";"15.1111";"Gazons à salicorne des côtes basses";"6"
"16829";"22";"15.1112 Groupements à Suaeda et salicorne";"15.1112";"Groupements à Suaeda et salicorne";"6"
"9335";"22";"15.112 Gazons continentaux à salicorne";"15.112";"Gazons continentaux à salicorne";"5"
"16830";"22";"15.1121 Suintements continentaux à salicorne";"15.1121";"Suintements continentaux à salicorne";"6"
"16831";"22";"15.1122 Gazons continentaux secs à salicorne";"15.1122";"Gazons continentaux secs à salicorne";"6"
"9336";"22";"15.113 Gazons méditerranéens à salicorne";"15.113";"Gazons méditerranéens à salicorne";"5"
"16832";"22";"15.1131 Gazons à salicorne des basses côtes méditerranéennes";"15.1131";"Gazons à salicorne des basses côtes méditerranéennes";"6"
"16834";"22";"15.1133 Gazons à salicorne des hautes côtes méditerranéennes";"15.1133";"Gazons à salicorne des hautes côtes méditerranéennes";"6"
"3896";"22";"15.12 Groupements halonitrophiles à Frankenia";"15.12";"Groupements halonitrophiles à Frankenia";"4"
"3897";"22";"15.13 Groupements à Sagina et Cochlearia";"15.13";"Groupements à Sagina et Cochlearia";"4"
"1190";"22";"15.2 Prairies à Spartine";"15.2";"Prairies à Spartine";"3"
"3875";"22";"15.21 Prairies à Spartine à feuilles plates";"15.21";"Prairies à Spartine à feuilles plates";"4"
"1183";"22";"15.3 Prés salés atlantiques";"15.3";"Prés salés atlantiques";"3"
"3877";"22";"15.31 Prés salés avec Puccinellia maritima";"15.31";"Prés salés avec Puccinellia maritima";"4"
"3878";"22";"15.32 Groupements à Puccinellia maritima des prés salés";"15.32";"Groupements à Puccinellia maritima des prés salés";"4"
"9316";"22";"15.321 Prés salés avec graminées et Pourpier marin";"15.321";"Prés salés avec graminées et Pourpier marin";"5"
"9317";"22";"15.322 Prés salés avec graminées et Aster marin";"15.322";"Prés salés avec graminées et Aster marin";"5"
"9318";"22";"15.323 Prés salés avec graminées et Salicorne";"15.323";"Prés salés avec graminées et Salicorne";"5"
"9319";"22";"15.324 Végétations à Halimione pedunculata";"15.324";"Végétations à Halimione pedunculata";"5"
"3879";"22";"15.33 Communautés du schorre supérieur";"15.33";"Communautés du schorre supérieur";"4"
"9320";"22";"15.331 Formations dominées par, ou riches en, Juncus gerardii";"15.331";"Formations dominées par, ou riches en, Juncus gerardii";"5"
"9321";"22";"15.332 Formations dominées par Plantago maritima";"15.332";"Formations dominées par Plantago maritima";"5"
"9322";"22";"15.333 Gazons à Festuca rubra ou Agrostis stolonifera";"15.333";"Gazons à Festuca rubra ou Agrostis stolonifera";"5"
"9323";"22";"15.334 Gazons à Statice (Armeria maritima)";"15.334";"Gazons à Statice (Armeria maritima)";"5"
"9324";"22";"15.335 Zones à Carex distans";"15.335";"Zones à Carex distans";"5"
"9325";"22";"15.336 Formations riches en Carex extensa";"15.336";"Formations riches en Carex extensa";"5"
"9326";"22";"15.337 Prairies à lavandes de mer (Limonium vulgare)";"15.337";"Prairies à lavandes de mer (Limonium vulgare)";"5"
"9327";"22";"15.338 Formations riches en Blysmus rufus";"15.338";"Formations riches en Blysmus rufus";"5"
"9328";"22";"15.339 Zones à Eleocharis uniglumis ou E. palustris";"15.339";"Zones à Eleocharis uniglumis ou E. palustris";"5"
"9329";"22";"15.33A Zones à Juncus maritimus";"15.33A";"Zones à Juncus maritimus";"5"
"9330";"22";"15.33B Champs à armoise marine (Artemisia maritima)";"15.33B";"Champs à armoise marine (Artemisia maritima)";"5"
"9331";"22";"15.33C Tapis de Potentilla anserina";"15.33C";"Tapis de Potentilla anserina";"5"
"9332";"22";"15.33D Tapis de Frankenia laevis";"15.33D";"Tapis de Frankenia laevis";"5"
"9333";"22";"15.33E Zones à Aster (Aster tripolium) du schorre supérieur";"15.33E";"Zones à Aster (Aster tripolium) du schorre supérieur";"5"
"3880";"22";"15.34 Prés salés à Puccinellia et Spergularia marina";"15.34";"Prés salés à Puccinellia et Spergularia marina";"4"
"3881";"22";"15.35 Végétation à Elymus pycnanthus";"15.35";"Végétation à Elymus pycnanthus";"4"
"3882";"22";"15.36 Laisses de mer des prés salés atlantiques";"15.36";"Laisses de mer des prés salés atlantiques";"4"
"1184";"22";"15.4 Prés salés continentaux";"15.4";"Prés salés continentaux";"3"
"3884";"22";"15.41 Prés salés continentaux avec Puccinellia distans";"15.41";"Prés salés continentaux avec Puccinellia distans";"4"
"3885";"22";"15.42 Prés salés continentaux à jonc et Elymus";"15.42";"Prés salés continentaux à jonc et Elymus";"4"
"1186";"22";"15.5 Prés salés méditerranéens";"15.5";"Prés salés méditerranéens";"3"
"3887";"22";"15.51 Prés salés méditerranéens à Juncus maritimus et J. acutus";"15.51";"Prés salés méditerranéens à Juncus maritimus et J. acutus";"4"
"3888";"22";"15.52 Prés salés à Juncus gerardii et Carex divisa";"15.52";"Prés salés à Juncus gerardii et Carex divisa";"4"
"3889";"22";"15.53 Prés méditerranéens halo-psammophiles";"15.53";"Prés méditerranéens halo-psammophiles";"4"
"3891";"22";"15.55 Prés salés méditerranéens à Puccinellia";"15.55";"Prés salés méditerranéens à Puccinellia";"4"
"3892";"22";"15.56 Formations à annuelles sur laisses";"15.56";"Formations à annuelles sur laisses";"4"
"3893";"22";"15.57 Prés salés à chiendent et armoise";"15.57";"Prés salés à chiendent et armoise";"4"
"3894";"22";"15.58 Formations à Juncus subulatus";"15.58";"Formations à Juncus subulatus";"4"
"1185";"22";"15.6 Fourrés des prés salés (hygro-halophiles)";"15.6";"Fourrés des prés salés (hygro-halophiles)";"3"
"3883";"22";"15.61 Fourrés des marais salés méditerranéens";"15.61";"Fourrés des marais salés méditerranéens";"4"
"9354";"22";"15.611 Tapis d'Arthrocnemum perennis";"15.611";"Tapis d'Arthrocnemum perennis";"5"
"9355";"22";"15.612 Bosquets d'arbrisseaux à Arthrocnemum (enganes)";"15.612";"Bosquets d'arbrisseaux à Arthrocnemum (enganes)";"5"
"9356";"22";"15.613 Bosquets à Arthrocnemum glaucum (enganes)";"15.613";"Bosquets à Arthrocnemum glaucum (enganes)";"5"
"9357";"22";"15.614 Bosquets d'arbrisseaux à Suaeda";"15.614";"Bosquets d'arbrisseaux à Suaeda";"5"
"9359";"22";"15.616 Fourrés méditerranéens à pourpier marin et Arthrocnemum fruticosi";"15.616";"Fourrés méditerranéens à pourpier marin et Arthrocnemum fruticosi";"5"
"3909";"22";"15.62 Fourrés des marais salés atlantiques";"15.62";"Fourrés des marais salés atlantiques";"4"
"9361";"22";"15.621 Fourrés argentés à Halimione portulacoides";"15.621";"Fourrés argentés à Halimione portulacoides";"5"
"9362";"22";"15.622 Fruticées atlantiques d'Arthrocnemum perennis";"15.622";"Fruticées atlantiques d'Arthrocnemum perennis";"5"
"9363";"22";"15.623 Fourrés atlantiques d'arbrisseaux à Suaeda";"15.623";"Fourrés atlantiques d'arbrisseaux à Suaeda";"5"
"9364";"22";"15.624 Fourrés atlantiques d'arbustes à Arthrocnemum";"15.624";"Fourrés atlantiques d'arbustes à Arthrocnemum";"5"
"3910";"22";"15.63 Fourrés à Limoniastrum";"15.63";"Fourrés à Limoniastrum";"4"
"1191";"22";"15.7 Fourrés halophiles semi-désertiques";"15.7";"Fourrés halophiles semi-désertiques";"3"
"3899";"22";"15.72 Fourrés halonitrophiles méditerranéens";"15.72";"Fourrés halonitrophiles méditerranéens";"4"
"1192";"22";"15.8 Steppes salées méditerranéennes";"15.8";"Steppes salées méditerranéennes";"3"
"3901";"22";"15.81 Steppes à Lavande de mer";"15.81";"Steppes à Lavande de mer";"4"
"9347";"22";"15.811 Steppes à Lavande de mer ibériques";"15.811";"Steppes à Lavande de mer ibériques";"5"
"16839";"22";"15.8114 Steppes à Lavande de mer catalano-provençales";"15.8114";"Steppes à Lavande de mer catalano-provençales";"6"
"478";"22";"16 Dunes côtières et plages de sable";"16";"Dunes côtières et plages de sable";"2"
"1194";"22";"16.1 Plages de sable";"16.1";"Plages de sable";"3"
"3906";"22";"16.11 Plages de sable sans végétation";"16.11";"Plages de sable sans végétation";"4"
"3907";"22";"16.12 Groupements annuels des plages de sable";"16.12";"Groupements annuels des plages de sable";"4"
"3908";"22";"16.13 Groupements vivaces des plages de sable";"16.13";"Groupements vivaces des plages de sable";"4"
"1195";"22";"16.2 Dunes";"16.2";"Dunes";"3"
"3900";"22";"16.21 Dunes mobiles";"16.21";"Dunes mobiles";"4"
"9343";"22";"16.211 Dunes embryonnaires";"16.211";"Dunes embryonnaires";"5"
"16837";"22";"16.2111 Dunes embryonnaires atlantiques";"16.2111";"Dunes embryonnaires atlantiques";"6"
"16838";"22";"16.2112 Dunes embryonnaires méditerranéennes";"16.2112";"Dunes embryonnaires méditerranéennes";"6"
"9377";"22";"16.212 Dunes blanches";"16.212";"Dunes blanches";"5"
"16843";"22";"16.2121 Dunes blanches de l'Atlantique";"16.2121";"Dunes blanches de l'Atlantique";"6"
"16844";"22";"16.2122 Dunes blanches de la Méditerranée";"16.2122";"Dunes blanches de la Méditerranée";"6"
"3934";"22";"16.22 Dunes grises";"16.22";"Dunes grises";"4"
"9378";"22";"16.221 Dunes grises septentrionales";"16.221";"Dunes grises septentrionales";"5"
"16846";"22";"16.2211 Groupements dunaires à Tortula";"16.2211";"Groupements dunaires à Tortula";"6"
"16847";"22";"16.2212 Groupements dunaires à Corynephorus canescens";"16.2212";"Groupements dunaires à Corynephorus canescens";"6"
"16848";"22";"16.2213 Groupements dunaires à Myosoton";"16.2213";"Groupements dunaires à Myosoton";"6"
"9379";"22";"16.222 Dunes grises de Gascogne";"16.222";"Dunes grises de Gascogne";"5"
"9380";"22";"16.223 Dunes grises ibéro-méditerranéennes";"16.223";"Dunes grises ibéro-méditerranéennes";"5"
"9382";"22";"16.225 Pelouses dunaires du Mesobromion";"16.225";"Pelouses dunaires du Mesobromion";"5"
"9383";"22";"16.226 Lisières des dunes thermophiles";"16.226";"Lisières des dunes thermophiles";"5"
"9384";"22";"16.227 Groupements dunaires à plantes annuelles";"16.227";"Groupements dunaires à plantes annuelles";"5"
"9385";"22";"16.228 Groupements dunaires à Malcolmia";"16.228";"Groupements dunaires à Malcolmia";"5"
"9386";"22";"16.229 Pelouses dunaires méditerranéennes xériques";"16.229";"Pelouses dunaires méditerranéennes xériques";"5"
"3936";"22";"16.24 Dunes brunes à bruyère";"16.24";"Dunes brunes à bruyère";"4"
"9389";"22";"16.242 Dunes françaises à bruyère";"16.242";"Dunes françaises à bruyère";"5"
"9391";"22";"16.244 Dunes françaises à bruyère cendrée";"16.244";"Dunes françaises à bruyère cendrée";"5"
"9368";"22";"16.245 Dunes françaises à bruyère ciliée";"16.245";"Dunes françaises à bruyère ciliée";"5"
"3912";"22";"16.25 Dunes avec fourrés, bosquets";"16.25";"Dunes avec fourrés, bosquets";"4"
"9371";"22";"16.251 Fourrés dunaires à Argousier";"16.251";"Fourrés dunaires à Argousier";"5"
"9372";"22";"16.252 Fourrés dunaires mixtes";"16.252";"Fourrés dunaires mixtes";"5"
"3913";"22";"16.26 Dunes à Salix arenaria";"16.26";"Dunes à Salix arenaria";"4"
"3914";"22";"16.27 Dunes à genévrier";"16.27";"Dunes à genévrier";"4"
"9373";"22";"16.271 Fourrés dunaires à genévrier oxycèdre";"16.271";"Fourrés dunaires à genévrier oxycèdre";"5"
"9374";"22";"16.272 Bois à Juniperetum lyciae";"16.272";"Bois à Juniperetum lyciae";"5"
"3915";"22";"16.28 Fourrés dunaires à sclérophylles";"16.28";"Fourrés dunaires à sclérophylles";"4"
"3916";"22";"16.29 Dunes boisées";"16.29";"Dunes boisées";"4"
"1196";"22";"16.3 Lettes dunaires humides (= Pannes humides, = Dépressions humides intradunales)";"16.3";"Lettes dunaires humides (= Pannes humides, = Dépressions humides intradunales)";"3"
"3917";"22";"16.31 Mares des lettes dunaires";"16.31";"Mares des lettes dunaires";"4"
"3925";"22";"16.32 Gazons pionniers des lettes ou pannes humides";"16.32";"Gazons pionniers des lettes ou pannes humides";"4"
"3926";"22";"16.33 Bas-marais des pannes humides";"16.33";"Bas-marais des pannes humides";"4"
"3927";"22";"16.34 Prairies des lettes ou pannes humides";"16.34";"Prairies des lettes ou pannes humides";"4"
"3928";"22";"16.35 Roselières et cariçaies des lettes dunaires";"16.35";"Roselières et cariçaies des lettes dunaires";"4"
"479";"22";"17 Plages de galets";"17";"Plages de galets";"2"
"1199";"22";"17.1 Plages de galets sans végétation";"17.1";"Plages de galets sans végétation";"3"
"1200";"22";"17.2 Végétation annuelle des laisses de mer sur plages de galets";"17.2";"Végétation annuelle des laisses de mer sur plages de galets";"3"
"1201";"22";"17.3 Végétation vivace des bancs de galets à Crambe";"17.3";"Végétation vivace des bancs de galets à Crambe";"3"
"3930";"22";"17.32 Groupements à Crambe de la Manche";"17.32";"Groupements à Crambe de la Manche";"4"
"3931";"22";"17.33 Groupements à Crambe de l'Atlantique";"17.33";"Groupements à Crambe de l'Atlantique";"4"
"1202";"22";"17.4 Prairies et landes des bancs de galets";"17.4";"Prairies et landes des bancs de galets";"3"
"3932";"22";"17.41 Pelouses à Avoine élevée sur bancs de galets";"17.41";"Pelouses à Avoine élevée sur bancs de galets";"4"
"3933";"22";"17.42 Landes à Genêt à balais sur bancs de galets";"17.42";"Landes à Genêt à balais sur bancs de galets";"4"
"480";"22";"18 Côtes rocheuses et falaises maritimes";"18";"Côtes rocheuses et falaises maritimes";"2"
"1197";"22";"18.1 Falaises maritimes nues";"18.1";"Falaises maritimes nues";"3"
"3918";"22";"18.11 Rochers et falaises de la frange médiolittorale";"18.11";"Rochers et falaises de la frange médiolittorale";"4"
"3919";"22";"18.12 Rochers de l'étage médiolittoral inférieur";"18.12";"Rochers de l'étage médiolittoral inférieur";"4"
"3920";"22";"18.13 Rochers de l'étage médiolittoral supérieur";"18.13";"Rochers de l'étage médiolittoral supérieur";"4"
"3921";"22";"18.14 Surplombs, crevasses et grottes de l'étage médiolittoral";"18.14";"Surplombs, crevasses et grottes de l'étage médiolittoral";"4"
"3922";"22";"18.15 Mares permanentes des rochers de l'étage médiolittoral";"18.15";"Mares permanentes des rochers de l'étage médiolittoral";"4"
"3923";"22";"18.16 Rochers de l'étage supralittoral";"18.16";"Rochers de l'étage supralittoral";"4"
"3924";"22";"18.17 Flaques des rochers de l'étage supralittoral";"18.17";"Flaques des rochers de l'étage supralittoral";"4"
"1198";"22";"18.2 Côtes rocheuses et falaises avec végétation";"18.2";"Côtes rocheuses et falaises avec végétation";"3"
"3945";"22";"18.21 Groupements des falaises atlantiques";"18.21";"Groupements des falaises atlantiques";"4"
"3946";"22";"18.22 Groupements des falaises méditerranéennes";"18.22";"Groupements des falaises méditerranéennes";"4"
"481";"22";"19 Ilots, bancs rocheux et récifs";"19";"Ilots, bancs rocheux et récifs";"2"
"66";"22";"2 Milieux aquatiques non marins";"2";"Milieux aquatiques non marins";"1"
"483";"22";"21 Lagunes";"21";"Lagunes";"2"
"484";"22";"22 Eaux douces stagnantes";"22";"Eaux douces stagnantes";"2"
"1206";"22";"22.1 Eaux douces";"22.1";"Eaux douces";"3"
"3949";"22";"22.11 Eaux oligotrophes pauvres en calcaire";"22.11";"Eaux oligotrophes pauvres en calcaire";"4"
"3937";"22";"22.12 Eaux mésotrophes";"22.12";"Eaux mésotrophes";"4"
"3938";"22";"22.13 Eaux eutrophes";"22.13";"Eaux eutrophes";"4"
"3939";"22";"22.14 Eaux dystrophes";"22.14";"Eaux dystrophes";"4"
"3940";"22";"22.15 Eaux oligo-mésotrophes riches en calcaire";"22.15";"Eaux oligo-mésotrophes riches en calcaire";"4"
"1203";"22";"22.2 Galets ou vasières non végétalisés";"22.2";"Galets ou vasières non végétalisés";"3"
"1204";"22";"22.3 Communautés amphibies";"22.3";"Communautés amphibies";"3"
"3941";"22";"22.31 Communautés amphibies pérennes septentrionales";"22.31";"Communautés amphibies pérennes septentrionales";"4"
"9393";"22";"22.311 Gazons de Littorelles, étangs à Lobélies, gazons d'Isoètes";"22.311";"Gazons de Littorelles, étangs à Lobélies, gazons d'Isoètes";"5"
"16855";"22";"22.3111 Gazons de Littorelles";"22.3111";"Gazons de Littorelles";"6"
"16856";"22";"22.3112 Etangs à Lobélies";"22.3112";"Etangs à Lobélies";"6"
"16857";"22";"22.3113 Gazons d'Isoètes euro-sibériens";"22.3113";"Gazons d'Isoètes euro-sibériens";"6"
"16858";"22";"22.3114 Communautés flottantes de Sparganium";"22.3114";"Communautés flottantes de Sparganium";"6"
"9394";"22";"22.312 Gazons à Eleocharis en eaux peu profondes";"22.312";"Gazons à Eleocharis en eaux peu profondes";"5"
"9395";"22";"22.313 Gazons des bordures d'étangs acides en eaux peu profondes";"22.313";"Gazons des bordures d'étangs acides en eaux peu profondes";"5"
"9396";"22";"22.314 Gazons des berges tourbeuses en eaux peu profondes";"22.314";"Gazons des berges tourbeuses en eaux peu profondes";"5"
"9397";"22";"22.315 Gazons à Canche des rivages";"22.315";"Gazons à Canche des rivages";"5"
"16859";"22";"22.3151 Gazons péri-alpins à Canche des rivages";"22.3151";"Gazons péri-alpins à Canche des rivages";"6"
"3943";"22";"22.32 Gazons amphibies annuels septentrionaux";"22.32";"Gazons amphibies annuels septentrionaux";"4"
"9398";"22";"22.321 Communautés à Eleocharis";"22.321";"Communautés à Eleocharis";"5"
"9399";"22";"22.322 Gazons de plantes pionnières des lettes dunaires";"22.322";"Gazons de plantes pionnières des lettes dunaires";"5"
"9400";"22";"22.323 Communautés naines à Juncus bufonius";"22.323";"Communautés naines à Juncus bufonius";"5"
"16861";"22";"22.3231 Gazons à Juncus bufonius";"22.3231";"Gazons à Juncus bufonius";"6"
"16862";"22";"22.3232 Gazons à petits Souchets";"22.3232";"Gazons à petits Souchets";"6"
"16863";"22";"22.3233 Communautés d'herbes naines des substrats humides";"22.3233";"Communautés d'herbes naines des substrats humides";"6"
"3944";"22";"22.33 Groupements à Bidens tripartitus";"22.33";"Groupements à Bidens tripartitus";"4"
"3942";"22";"22.34 Groupements amphibies méridionaux";"22.34";"Groupements amphibies méridionaux";"4"
"9392";"22";"22.341 Petits gazons amphibies méditerranéens";"22.341";"Petits gazons amphibies méditerranéens";"5"
"16849";"22";"22.3411 Groupements terrestres à Isoètes";"22.3411";"Groupements terrestres à Isoètes";"6"
"16850";"22";"22.3412 Gazons méditerranéens aquatiques à Isoètes";"22.3412";"Gazons méditerranéens aquatiques à Isoètes";"6"
"16852";"22";"22.3414 Gazons méditerranéens à Cyperus";"22.3414";"Gazons méditerranéens à Cyperus";"6"
"16853";"22";"22.3415 Gazons méditerranéens à Fimbristylis";"22.3415";"Gazons méditerranéens à Fimbristylis";"6"
"16864";"22";"22.3417 Groupements à Spiranthes et Anagallis";"22.3417";"Groupements à Spiranthes et Anagallis";"6"
"16865";"22";"22.3418 Groupements méditerranéens amphibies à plantes de taille réduite";"22.3418";"Groupements méditerranéens amphibies à plantes de taille réduite";"6"
"9412";"22";"22.342 Grands gazons méditerranéens amphibies";"22.342";"Grands gazons méditerranéens amphibies";"5"
"9413";"22";"22.343 Gazons méditerranéens amphibies halo-nitrophiles";"22.343";"Gazons méditerranéens amphibies halo-nitrophiles";"5"
"9414";"22";"22.344 Prairies à Serapias";"22.344";"Prairies à Serapias";"5"
"1215";"22";"22.4 Végétations aquatiques";"22.4";"Végétations aquatiques";"3"
"3972";"22";"22.41 Végétations flottant librement";"22.41";"Végétations flottant librement";"4"
"9415";"22";"22.411 Couvertures de Lemnacées";"22.411";"Couvertures de Lemnacées";"5"
"9416";"22";"22.412 Radeaux d'Hydrocharis";"22.412";"Radeaux d'Hydrocharis";"5"
"9417";"22";"22.413 Radeaux de Stratiotes";"22.413";"Radeaux de Stratiotes";"5"
"9418";"22";"22.414 Colonies d'Utriculaires";"22.414";"Colonies d'Utriculaires";"5"
"9419";"22";"22.415 Couvertures de Salvinia";"22.415";"Couvertures de Salvinia";"5"
"9420";"22";"22.416 Groupements à Aldrovanda";"22.416";"Groupements à Aldrovanda";"5"
"3973";"22";"22.42 Végétations enracinées immergées";"22.42";"Végétations enracinées immergées";"4"
"9421";"22";"22.421 Groupements de grands Potamots";"22.421";"Groupements de grands Potamots";"5"
"9422";"22";"22.422 Groupements de petits Potamots";"22.422";"Groupements de petits Potamots";"5"
"3974";"22";"22.43 Végétations enracinées flottantes";"22.43";"Végétations enracinées flottantes";"4"
"9423";"22";"22.431 Tapis flottant de végétaux à grandes feuilles";"22.431";"Tapis flottant de végétaux à grandes feuilles";"5"
"16866";"22";"22.4311 Tapis de Nénuphars";"22.4311";"Tapis de Nénuphars";"6"
"16867";"22";"22.4312 Tapis de chataîgnes d'eau";"22.4312";"Tapis de chataîgnes d'eau";"6"
"16868";"22";"22.4313 Tapis de Nymphoides";"22.4313";"Tapis de Nymphoides";"6"
"16869";"22";"22.4314 Tapis de Potamot flottant";"22.4314";"Tapis de Potamot flottant";"6"
"16870";"22";"22.4315 Tapis de Renouées";"22.4315";"Tapis de Renouées";"6"
"9424";"22";"22.432 Communautés flottantes des eaux peu profondes";"22.432";"Communautés flottantes des eaux peu profondes";"5"
"9401";"22";"22.433 Groupements oligotrophes de Potamots";"22.433";"Groupements oligotrophes de Potamots";"5"
"3950";"22";"22.44 Tapis immergés de Characées";"22.44";"Tapis immergés de Characées";"4"
"9402";"22";"22.441 Tapis de Chara";"22.441";"Tapis de Chara";"5"
"9403";"22";"22.442 Tapis de Nitella";"22.442";"Tapis de Nitella";"5"
"3951";"22";"22.45 Mares de tourbières à Sphaignes et Utriculaires";"22.45";"Mares de tourbières à Sphaignes et Utriculaires";"4"
"1207";"22";"22.5 Masses d'eau temporaires";"22.5";"Masses d'eau temporaires";"3"
"485";"22";"23 Eaux stagnantes, saumâtres et salées";"23";"Eaux stagnantes, saumâtres et salées";"2"
"1208";"22";"23.1 Eaux saumâtres ou salées sans végétation";"23.1";"Eaux saumâtres ou salées sans végétation";"3"
"3952";"22";"23.11 Eau libre sans tapis de Charophytes";"23.11";"Eau libre sans tapis de Charophytes";"4"
"3953";"22";"23.12 Tapis algual de Charophyte";"23.12";"Tapis algual de Charophyte";"4"
"1209";"22";"23.2 Eaux saumâtres ou salées végétalisées";"23.2";"Eaux saumâtres ou salées végétalisées";"3"
"3954";"22";"23.21 Formations immergées des eaux saumâtres ou salées";"23.21";"Formations immergées des eaux saumâtres ou salées";"4"
"9404";"22";"23.211 Groupements à Ruppia";"23.211";"Groupements à Ruppia";"5"
"9405";"22";"23.212 Communautés lagunaires de végétation marine";"23.212";"Communautés lagunaires de végétation marine";"5"
"3955";"22";"23.22 Scirpaies naines lagunaires";"23.22";"Scirpaies naines lagunaires";"4"
"486";"22";"24 Eaux courantes";"24";"Eaux courantes";"2"
"1210";"22";"24.1 Lits des rivières";"24.1";"Lits des rivières";"3"
"3956";"22";"24.11 Ruisselets";"24.11";"Ruisselets";"4"
"3957";"22";"24.12 Zone à Truites";"24.12";"Zone à Truites";"4"
"3958";"22";"24.13 Zone à Ombres";"24.13";"Zone à Ombres";"4"
"3959";"22";"24.14 Zone à Barbeaux";"24.14";"Zone à Barbeaux";"4"
"3966";"22";"24.15 Zone à Brèmes";"24.15";"Zone à Brèmes";"4"
"3967";"22";"24.16 Cours d'eau intermittents";"24.16";"Cours d'eau intermittents";"4"
"1212";"22";"24.2 Bancs de graviers des cours d'eau";"24.2";"Bancs de graviers des cours d'eau";"3"
"3968";"22";"24.21 Bancs de graviers sans végétation";"24.21";"Bancs de graviers sans végétation";"4"
"3969";"22";"24.22 Bancs de graviers végétalisés";"24.22";"Bancs de graviers végétalisés";"4"
"9406";"22";"24.221 Groupements d'Epilobes des rivières subalpines";"24.221";"Groupements d'Epilobes des rivières subalpines";"5"
"9407";"22";"24.222 Groupements alpins des bancs de graviers";"24.222";"Groupements alpins des bancs de graviers";"5"
